criminal_id,name,age,base_risk_score,age_group,threat_level,total_crimes_committed
24c86113-e540-47b6-ada5-4b95bec5cc78,Owen Divan,28,34,26-35 (Adult),Low,11
02224972-b2df-4cd7-b924-50bf2f5b9a67,Ayushman Kata,52,53,50+ (Senior),Medium,9
756c0b12-9b2f-4f78-aacf-2e1c2343955c,Liam Verma,48,39,36-50 (Middle Age),Low,15
b3c4b2b2-f6d7-4b17-9327-eaf7f2b4c46d,Vasudha Verma,32,52,26-35 (Adult),Medium,8
af917c63-373e-4802-801d-b70facb31869,Amruta Ratta,24,32,18-25 (Young Adult),Low,10
87d81641-b195-448d-9e4a-a47a035a3c60,Dalbir Keer,61,19,50+ (Senior),Low,11
9b79ec7e-21e1-499f-b3e5-498b24451e84,Inaya Kalla,19,29,18-25 (Young Adult),Low,11
1e63930d-ffc7-438a-8848-c4048219c071,Gautam Shukla,56,11,50+ (Senior),Low,8
ebc8f6e2-0faf-4243-9683-7ba1028097c7,Wriddhish Morar,49,48,36-50 (Middle Age),Low,5
8ee8742b-fffa-4a3f-afb3-6621dd43e7ff,Ekapad Shroff,65,83,50+ (Senior),Critical,8
d35053ed-bd6e-414b-bb55-641dd115f1ea,Frado Atwal,43,89,36-50 (Middle Age),Critical,12
bf7826c2-262b-4569-a9c8-83b7ab7666b0,Raghav Gupta,44,11,36-50 (Middle Age),Low,8
1396db2e-f081-43ed-9415-c8b5468e1bd2,Yashawini Mitra,22,35,18-25 (Young Adult),Low,6
900ea036-d909-4a5f-8889-7f39b1978556,Caleb Narayanan,40,52,36-50 (Middle Age),Medium,9
482632f6-4b10-4af5-a246-08f99a339cab,Vincent Thakur,30,37,26-35 (Adult),Low,9
38a3c2e9-741b-43d1-85a1-b56c10eb9a0a,Ranveer Master,34,30,26-35 (Adult),Low,11
40bf9e3d-18be-4dfb-b29a-4b1e7172d31d,Chakrika Parikh,37,67,36-50 (Middle Age),Medium,12
85b6787c-f598-4292-a2c1-60e5fd5e1cc3,Oliver Dutt,52,61,50+ (Senior),Medium,4
44d98f75-c075-4e86-86dc-1568c30ccdf7,Nidhi Bora,36,33,36-50 (Middle Age),Low,13
6e717950-250d-474a-84d3-7ed141032196,Harshil Behl,31,78,26-35 (Adult),High,16
d97ee516-3c61-4fab-9b76-9483f29cad0e,Devansh Desai,20,51,18-25 (Young Adult),Medium,12
a3aae3d2-ee49-410b-87b0-ff616810d336,Bahadurjit Mann,65,41,50+ (Senior),Low,6
b25c576a-985e-4859-b79e-1b6d46e3b749,Ekavir Vohra,53,46,50+ (Senior),Low,15
30b33d1e-8f21-48ab-8658-4e4e5f2cdf6c,Krishna Amble,34,65,26-35 (Adult),Medium,11
faf4f415-b720-4c3c-93f3-160f615c60ea,Chatura Rajan,46,53,36-50 (Middle Age),Medium,7
2d875137-7f3c-4d95-a95f-c08f98ac808f,Hitesh Kala,51,40,50+ (Senior),Low,8
133437d8-6203-44b7-9c50-c703a34923d6,Andrew Oak,53,52,50+ (Senior),Medium,10
4f6989ff-2749-4f06-8c49-5c97fa0cd83e,Kiaan Lala,35,49,26-35 (Adult),Low,7
4cf91979-5d6c-47dd-bc5c-765d0ec461f6,Meghana Mukherjee,42,10,36-50 (Middle Age),Low,11
9469f4bd-db79-45fa-be8d-f73f4962e2d2,Falguni Sarkar,43,51,36-50 (Middle Age),Medium,6
8dd2893f-b6f3-4a48-9bf1-4ff2b789f160,Frederick Pandit,39,61,36-50 (Middle Age),Medium,11
952ef769-a57d-49d2-b0b6-d1f0b69be0ce,Megha Mani,65,62,50+ (Senior),Medium,9
33f39e77-c002-4ed8-a060-6649a20c213d,Brijesh Raju,32,93,26-35 (Adult),Critical,11
f0f3eff1-9327-46e8-8567-ce3e5ddd7c62,Hemani Gole,56,22,50+ (Senior),Low,7
db7695f5-ead5-4e69-803f-c2069c8b4bd1,Bakhshi Gade,36,63,36-50 (Middle Age),Medium,9
5a142948-392a-4160-a3e0-932edc456a3e,Ryan Gupta,42,61,36-50 (Middle Age),Medium,10
972f6b0b-7d42-4145-9c5e-ccfe92d1a1b9,Matthew Natt,24,61,18-25 (Young Adult),Medium,7
9d5cf067-d883-4a4c-bcd7-dfcde68fd061,Vaishnavi Kadakia,44,38,36-50 (Middle Age),Low,10
b3e61bc7-6f26-468e-afe5-e8d216cfb36e,Januja Parsa,45,54,36-50 (Middle Age),Medium,12
55550f68-cc8d-44b5-9875-bc0e15160137,Nathaniel Garg,31,28,26-35 (Adult),Low,9
44e80d06-717d-4eaa-b2f5-dae8ec1eb313,Dalbir Narang,53,54,50+ (Senior),Medium,9
88a875ac-a872-48ba-a33d-9012d6ea72af,Theodore Zacharia,57,59,50+ (Senior),Medium,6
44d635ce-bddf-4559-a5e5-377c3b159fe9,Brinda Batra,39,20,36-50 (Middle Age),Low,9
252e2e2f-9d3f-4eec-8906-3c78e7f88d5c,Patrick Halder,27,64,26-35 (Adult),Medium,16
e1e363e8-9ba3-4a80-9c7d-eb844821eac2,Nirja Chad,44,47,36-50 (Middle Age),Low,13
6aeb1dee-c40b-4bc9-8c31-2d48473b4cd3,Wazir Apte,53,66,50+ (Senior),Medium,7
3bb7f91e-ca04-4983-a0d5-3e2ccc9904f4,Ansh Joshi,56,53,50+ (Senior),Medium,10
8aa141e0-9ce5-4c85-84a9-5da0589da694,Laksh Vala,45,53,36-50 (Middle Age),Medium,9
3ee72df5-d5e5-4281-958e-b8cc4760c913,Arjun Sankar,41,73,36-50 (Middle Age),High,12
997b7c28-79f7-45d6-a68e-0591512f16ab,Yamini Pathak,36,64,36-50 (Middle Age),Medium,9
f1de8ec1-5fae-4d0e-b096-29075f2626d5,Leela Kibe,65,15,50+ (Senior),Low,9
61df475d-9135-4c30-a7f7-655e160eb5c7,Panini Mittal,65,23,50+ (Senior),Low,16
98c04ee3-c9d1-4a44-97a9-54e4213b0dc7,Michael Tiwari,30,55,26-35 (Adult),Medium,12
92f918a7-f1de-4402-be63-daae7b535e60,Zaid Sekhon,29,37,26-35 (Adult),Low,9
30ebffaa-99bb-4f42-9965-0ae19ef847d2,Zashil Thakur,42,68,36-50 (Middle Age),Medium,3
56840d1d-fa0d-496d-91b5-52a3b10fc200,Zaitra Dalal,35,13,26-35 (Adult),Low,10
0a23173b-7f89-4ede-89fa-30c25154ae7b,Amara Varma,53,31,50+ (Senior),Low,7
fd844f2f-7f48-4b31-94ae-acb48353e021,David Mahal,32,13,26-35 (Adult),Low,14
dc72255f-ff3a-4c24-8528-78483fa00c12,Kashish Rai,29,64,26-35 (Adult),Medium,6
39eb9a76-1735-4f16-9144-ebc8cbc7e0c7,Adya Johal,41,46,36-50 (Middle Age),Low,8
cd4ea0c8-fb82-4f74-a6de-f96424eeeb63,Udant Jhaveri,37,60,36-50 (Middle Age),Medium,10
082b27c7-8d4b-4bec-85b7-8beb886784da,Ikbal Dhingra,24,40,18-25 (Young Adult),Low,9
a4495005-82ae-4266-a8ed-37f3d22729fa,Avni Khurana,41,32,36-50 (Middle Age),Low,12
32f8a296-6ad6-4340-b658-2beb9a0ef5fa,Barkha Sengupta,65,59,50+ (Senior),Medium,11
5f1a9377-db6e-478e-b592-3bac26aa316c,Kiaan Menon,45,32,36-50 (Middle Age),Low,9
35a25345-c088-4a88-b5a1-2a201e730889,Lavanya Dani,29,65,26-35 (Adult),Medium,7
01791292-a497-4294-b3a1-8f8f3f03f888,Mekhala Lanka,25,70,18-25 (Young Adult),Medium,7
160afb7f-e00d-4b1c-8d11-98dcb1da486e,Triveni Natarajan,38,17,36-50 (Middle Age),Low,12
467fc268-b1fc-4b34-bd5a-3a8dbf01ef77,Triya Som,23,59,18-25 (Young Adult),Medium,10
97053099-e5dd-4efb-94ba-ee813da75e65,Laban Kapoor,25,58,18-25 (Young Adult),Medium,15
d344f381-6212-44fb-879c-e28be9930083,Yachana Nath,48,25,36-50 (Middle Age),Low,13
d576c0cd-2e0a-45ad-ab8d-e01eaaf68ab3,Eta Choudhary,30,19,26-35 (Adult),Low,13
7ae88adf-9f7e-4c09-875d-0a2b2288403e,Bhavini Sem,36,59,36-50 (Middle Age),Medium,14
4444e780-820b-46ad-9799-ea931558c585,Tanish Bhandari,30,0,26-35 (Adult),Low,10
bda9ebbe-9bda-462c-a66a-a9c0f6d6f462,Wridesh Dutt,65,43,50+ (Senior),Low,11
1585e9d3-c8d0-45d8-b892-8d6b583245fc,Nidhi Kurian,37,72,36-50 (Middle Age),High,9
2dc84199-a3c0-494b-b834-ee917a117288,Akshay Mand,65,58,50+ (Senior),Medium,10
d284df41-6ae2-4442-b638-5bdff85ddb7f,Yashica Verma,26,34,26-35 (Adult),Low,17
de04410e-d519-4ab0-a7b9-d3d329629b15,Nandini Venkatesh,63,47,50+ (Senior),Low,11
c60b8c3d-19de-4faf-bc33-2ef659d6ef73,Balhaar Purohit,30,63,26-35 (Adult),Medium,8
105836c4-bc23-430d-8108-cceb3ea37dea,Om Acharya,29,14,26-35 (Adult),Low,8
698c500a-a0a0-4c74-a0a7-3c44b0df5cbd,Aachal Garg,59,36,50+ (Senior),Low,15
37318480-36fc-4265-9395-b628c42268ac,Hritik Kapur,65,22,50+ (Senior),Low,9
51ca2b47-5db0-47b9-b0cb-8b350d304504,Deepa Nori,33,65,26-35 (Adult),Medium,8
0c1a49c6-3248-4152-9438-fea90b127403,Zilmil Bhandari,50,50,36-50 (Middle Age),Medium,10
ec37c8ff-a9f8-4ee5-9055-81f9e3aff4ae,Bishakha Singhal,48,70,36-50 (Middle Age),Medium,8
b2af8fa3-ac77-4643-a6b8-c7e392d3376c,Ekbal Keer,56,31,50+ (Senior),Low,14
202b055e-b31f-4536-a47c-a56e457466b1,Neha Upadhyay,65,70,50+ (Senior),Medium,7
f8a76b56-8c81-435a-b8c5-eba4e45f188e,Ansh Bora,30,40,26-35 (Adult),Low,8
3737a024-fbbd-456a-912f-741924382f89,Anusha Kale,26,74,26-35 (Adult),High,9
8a74311c-3c56-476d-a7c8-2dcfdbdfdd7c,Harshil Soni,28,70,26-35 (Adult),Medium,10
963a8792-e691-4d83-aa1f-49038b38d89a,Teerth Raghavan,31,44,26-35 (Adult),Low,6
4d47e8ca-1051-4573-96af-73283d22431d,Rushil Rastogi,31,59,26-35 (Adult),Medium,6
4fb786f5-e0fa-4120-91a8-09b7814680cd,Ekavir Chhabra,65,40,50+ (Senior),Low,11
006f939b-caf9-4362-9b33-93bd54eec63c,Fitan Brar,43,62,36-50 (Middle Age),Medium,13
2713bb49-c622-4661-9092-82df714d47f5,Champak Grewal,65,30,50+ (Senior),Low,6
c86c2960-1a10-4615-9a24-92d790a1bae1,Shravya Bhat,49,36,36-50 (Middle Age),Low,12
926f6112-4f93-4e8a-843e-a3eea9db83c6,Charita Dugar,37,57,36-50 (Middle Age),Medium,11
e237307d-da84-4e40-8f90-8300decf45c5,Guneet Dhawan,28,51,26-35 (Adult),Medium,6
09e248e6-f3f0-4590-8fd2-96bdce94c2bd,Chandran Sama,62,43,50+ (Senior),Low,9
80e4650a-9118-41ef-a04f-76e228d940b5,Pallavi Balan,27,60,26-35 (Adult),Medium,10
d9bf46a6-7364-4e8d-b012-2d62bfa58168,Krishna Mandal,38,56,36-50 (Middle Age),Medium,11
5eab4fc5-fe8b-4edf-9308-360501d9f1d1,Jasmit Ben,52,48,50+ (Senior),Low,15
20e66b24-4621-4d6e-8bdc-4191be23c67d,Nirja Sarraf,61,36,50+ (Senior),Low,11
c9936f62-350f-43a7-b073-760085c2cc06,Jasmit Andra,32,68,26-35 (Adult),Medium,16
6ab68d60-d5f0-4cb7-9aa7-26aa725e9ccb,Ira Sule,41,50,36-50 (Middle Age),Medium,14
7ff626d6-b817-428b-83cb-c3b52acd5526,Fitan Sandal,29,74,26-35 (Adult),High,6
de3e1a9a-6626-45b5-a504-f5b8ba322cc7,Ati Gupta,47,85,36-50 (Middle Age),Critical,14
5fc86a9b-e589-4b28-9107-a2ef0ea49982,Rachita Bose,46,58,36-50 (Middle Age),Medium,6
33bb4642-164f-4146-92e1-b6d75454534a,Andrew Madan,63,34,50+ (Senior),Low,7
fea3ed97-6688-4150-8cb1-d6f129c14bd1,Samesh Shenoy,33,4,26-35 (Adult),Low,10
81010aef-24ed-48d7-933b-ed01c8c11827,Reyansh Bir,45,75,36-50 (Middle Age),High,16
a5b6df4d-6e3b-4d65-8698-7de67731cc84,Vansha Anne,65,44,50+ (Senior),Low,14
ae4edbda-e5bd-48ad-9f6a-b4fbf2b50a04,Ganga Lall,47,31,36-50 (Middle Age),Low,8
cbcefc83-3afa-4986-bfd2-53bdc2db780b,Fitan Narayanan,39,36,36-50 (Middle Age),Low,9
11820e07-7e83-400a-9ad9-7a062754dd3c,Baljiwan Agate,34,56,26-35 (Adult),Medium,9
a6c753e9-214d-468e-b663-d6ec64039714,Samar Borde,65,48,50+ (Senior),Low,12
cf0f6589-71bf-4c19-a6b2-5fbd77510c62,Lipika Parikh,35,75,26-35 (Adult),High,13
cd3331fb-dd10-4599-a28e-0b7a639b6ec0,Ubika Nadkarni,22,42,18-25 (Young Adult),Low,17
035ca205-42fc-43b4-a4fe-c8937d437b05,Gaurika Bedi,28,77,26-35 (Adult),High,14
d6e57028-86c6-4985-9cda-3e2fdc8536fc,Zaid Bhavsar,45,21,36-50 (Middle Age),Low,8
f8b4c3ce-bc96-4627-9259-e42e6b2e21fb,Ethan Bhargava,65,72,50+ (Senior),High,11
e02a16bb-9471-432f-ab09-75f82cca4bc9,Vasana Swaminathan,33,54,26-35 (Adult),Medium,6
f8fc4b45-b5d2-4caf-b119-41ce9f6f8484,Lakshmi Ghose,35,99,26-35 (Adult),Critical,9
2a778697-4deb-4e76-bb0b-4c1aa0b0537f,Vritti Dhingra,36,63,36-50 (Middle Age),Medium,11
bf1a760a-7083-4c21-af13-09dadcf6f878,Warjas Dua,65,60,50+ (Senior),Medium,14
64c40d67-d0ec-4c5a-92cf-a287f76c6ef4,Qushi Keer,31,70,26-35 (Adult),Medium,11
87d2b8fd-52bd-41cc-ab10-65c9070df331,Chakradhar Setty,41,25,36-50 (Middle Age),Low,6
6591b380-bb7b-49a3-bd6e-f980c5776556,Ekta Sidhu,30,23,26-35 (Adult),Low,8
62cbca8e-06e6-46ef-903b-d216438813ee,Riya Doshi,33,50,26-35 (Adult),Medium,16
4ab81d86-27a6-48bf-8916-85e708279281,Gaurika Sami,35,27,26-35 (Adult),Low,9
920a3113-5107-4356-9578-e5d67f3977e4,Lavanya Shah,24,41,18-25 (Young Adult),Low,11
29bc24f2-4a92-4ea0-8913-dcfb946f9e20,Jeevika Sura,40,60,36-50 (Middle Age),Medium,6
97a8d476-190b-4c22-bd45-ccac467683af,Sarthak Balakrishnan,29,44,26-35 (Adult),Low,11
ad7871c0-6209-4d36-b6f7-496b6019e60e,Oeshi Tank,59,72,50+ (Senior),High,8
f563ffef-342b-4f8a-9927-cd859ce1cfe6,Yashodhara Pau,41,14,36-50 (Middle Age),Low,6
5ae21bfb-131d-4ca5-92e3-f25e397b4a1f,Mekhala Vala,65,54,50+ (Senior),Medium,12
0bb9095e-5079-4c0d-a41b-c53e65ddfc79,Saumya Nadkarni,25,41,18-25 (Young Adult),Low,14
2cedd88c-a941-4987-9692-7cbed3cf4a48,Anmol Kakar,24,65,18-25 (Young Adult),Medium,8
441104f3-a463-4c41-85b7-936d6192f567,Abha Mahajan,24,64,18-25 (Young Adult),Medium,10
25a70f47-af90-4a25-b9c2-51040a9c359b,Gopal Mander,36,96,36-50 (Middle Age),Critical,16
e93e1453-a24f-42c1-9a9b-53d20af831d6,Max Kari,23,69,18-25 (Young Adult),Medium,8
31d5f6ee-770e-4519-965c-4815bf26d276,Eiravati Ranganathan,41,30,36-50 (Middle Age),Low,11
c02b9218-a316-4037-98e5-b18afdee5f83,Liam Chauhan,29,72,26-35 (Adult),High,7
af325e7d-9144-440f-be03-0e97c9fe2e60,Raghav Sachar,64,48,50+ (Senior),Low,12
0ab05bc7-9269-4630-9182-f83b1aeb0ff2,Ekaraj Devan,62,62,50+ (Senior),Medium,9
50c869de-8287-4b57-b5d6-d7b427994faa,Siddharth Bali,34,58,26-35 (Adult),Medium,9
35041c00-f2e0-4979-86be-a63a6e37bb1c,Megha Wali,22,55,18-25 (Young Adult),Medium,11
f353f767-3e9a-44c9-a15b-b189ef8fbb6b,Gaurangi Mutti,25,67,18-25 (Young Adult),Medium,10
260d39a0-aa07-4fa1-b73a-796d2266bdec,Timothy Bhavsar,43,53,36-50 (Middle Age),Medium,11
7cf811f4-d6b4-461d-b9cc-79acf8bb31ce,Nidhi Khosla,19,60,18-25 (Young Adult),Medium,12
020b47cc-a745-4d7d-8762-c340e91dc637,Chatresh Sankar,41,51,36-50 (Middle Age),Medium,7
d4798412-426a-46b4-8334-f5a0575585bd,Urvashi Badal,40,49,36-50 (Middle Age),Low,13
65ecb0b2-d454-4a7a-93d1-764865f4d1e7,Janaki Keer,55,27,50+ (Senior),Low,6
8f734b97-76ac-4b46-b395-b2a2b7f61986,Janaki Lal,41,81,36-50 (Middle Age),High,12
7e474e54-1e94-480c-9f9b-a7d3b301612a,Viraj Sampath,30,52,26-35 (Adult),Medium,12
bacc6ad1-42b6-4995-b1f8-77f95f34ee2f,Oeshi Bawa,48,84,36-50 (Middle Age),Critical,9
85e09a8e-5471-48da-8975-b4e20857f2ce,Ranbir Magar,50,32,36-50 (Middle Age),Low,7
ef4167f4-5ba9-4089-b1a8-7f6ef6c6edee,Quincy Dewan,65,47,50+ (Senior),Low,9
a7b99d5e-7a93-4ef6-84e3-434495e8f1b2,Tanveer Gour,31,57,26-35 (Adult),Medium,10
7a87cdff-1569-47df-acb4-7beb87c1ab53,Falak Babu,27,62,26-35 (Adult),Medium,9
a7f6ce4a-2a28-42e4-a554-0a6c71c9aa69,Xavier Rama,40,69,36-50 (Middle Age),Medium,7
a9c63196-1c27-468d-a027-7bf34cb3da60,Hamsini Sura,53,55,50+ (Senior),Medium,8
0c9c7c3d-7648-4748-80b6-e64cc3678fbf,Tanvi Bhargava,43,52,36-50 (Middle Age),Medium,12
53d2dfd6-31b4-42d1-a5c2-caa80ccfd1cc,Janani Tank,19,58,18-25 (Young Adult),Medium,8
40b2e096-d15e-45c0-ae6d-c00726d7df02,Nimrat Sethi,34,48,26-35 (Adult),Low,8
a14314be-032c-4da8-a212-8162752f90eb,Siya Sharaf,35,18,26-35 (Adult),Low,8
545d16e5-0de4-4c9a-94ee-c008b9277bc3,Oeshi Zacharia,29,28,26-35 (Adult),Low,5
32010e01-5903-41a4-81cb-80b0757a1199,Azaan Chad,22,34,18-25 (Young Adult),Low,14
81d6fc6f-6844-40ad-9fa4-8ebb9b0cda7d,Rohan Manda,65,15,50+ (Senior),Low,4
fd34a518-6f54-4b47-a427-ba4dbb81a079,Anvi Bhat,65,48,50+ (Senior),Low,12
af019930-e1b8-450b-b105-274b7d6fb473,Ekalinga Dash,34,72,26-35 (Adult),High,10
dffbf437-63b0-4630-b35d-45ab684417eb,Gayathri Maharaj,25,62,18-25 (Young Adult),Medium,2
170fa8de-f103-47c1-acaa-a5a139fcbc57,Maanav Madan,32,76,26-35 (Adult),High,9
d4b5a0e0-0773-49e2-a845-1dd85545221c,Zilmil Kara,28,53,26-35 (Adult),Medium,10
94f1b294-6a97-4034-add1-0f44428a6294,Yasti Loke,65,75,50+ (Senior),High,10
831de40d-7185-4f2c-9057-94b1873b9491,Varenya Narayan,65,48,50+ (Senior),Low,12
c8582dd6-ac1a-4b13-84c6-43f33416f157,Guneet Bhattacharyya,31,82,26-35 (Adult),High,5
1999c20c-eb10-4d29-8f4a-66e58d7b6934,Hiral Edwin,41,34,36-50 (Middle Age),Low,15
3b699ae8-b0c7-4bc7-a0b1-54ef0ac13063,Fariq Lad,50,65,36-50 (Middle Age),Medium,10
7b67d08e-fc63-4833-8939-1a9cd4af5c0e,Lohit Wagle,47,73,36-50 (Middle Age),High,12
8dc107a6-5a0c-49af-ae90-d986ce983d9a,Vasudha Dewan,35,30,26-35 (Adult),Low,9
a6bc9a9f-1ffd-4a1e-b359-d181d3c065ff,Kiaan Sathe,24,25,18-25 (Young Adult),Low,11
56d1b2a4-c912-4542-a2e3-e92b5eb0e687,Osha Kurian,41,55,36-50 (Middle Age),Medium,13
18f0b67c-979f-469d-b387-4c47a8d14480,Dakshesh Magar,49,63,36-50 (Middle Age),Medium,9
7304979a-dd45-4920-9964-f1bf9fc0041b,Jacob Kashyap,28,42,26-35 (Adult),Low,15
978a815f-ca67-4ba9-ae2c-0cc696bac7f1,Ishanvi Boase,65,51,50+ (Senior),Medium,9
61ce9175-b692-41b9-b4f9-5a90507a37f0,Geetika Dayal,34,73,26-35 (Adult),High,7
b8213e57-190b-4fd5-92e3-9522b86ba7a8,Netra Saini,33,75,26-35 (Adult),High,4
c6baaa6c-22a5-40bb-8817-e889069cf4f6,Bimala Hans,62,68,50+ (Senior),Medium,12
ff30048e-1ba5-4bc5-87c5-c398d45a429b,Yagnesh Dhar,31,58,26-35 (Adult),Medium,9
71f0c660-a600-4590-bed0-843fb61d177c,Amara Manne,20,48,18-25 (Young Adult),Low,8
c9c74fed-fe1c-408b-843a-93769fb0cf6f,Ranveer Badami,22,59,18-25 (Young Adult),Medium,7
478070b4-9011-4bf8-9de2-93f1cd915d98,Omaja Dara,52,57,50+ (Senior),Medium,4
480aa267-4d17-416f-87e5-36e623308e4a,Ria Subramaniam,40,56,36-50 (Middle Age),Medium,7
15445bb0-bb74-4003-a126-a9fc636d905e,Urishilla Balakrishnan,39,85,36-50 (Middle Age),Critical,19
9cb2b7bf-c69f-44be-a829-bab1d0e738cd,Forum Ram,54,55,50+ (Senior),Medium,12
5435e3a8-924b-45a8-981b-514e3d895cc9,Reyansh Oak,29,74,26-35 (Adult),High,12
ac5ac100-2624-4fc7-91cc-36db4e1cd84e,Hredhaan Shan,65,60,50+ (Senior),Medium,8
01f4eae5-ad7a-46fd-84f0-852e83c142d1,Noah Johal,24,64,18-25 (Young Adult),Medium,6
b0a24910-e600-447b-b749-83aa5b8ce75a,Robert Buch,31,64,26-35 (Adult),Medium,6
268612ad-0fb9-4436-87dd-62b3b6ed35d0,Chatura Patel,37,80,36-50 (Middle Age),High,10
0ea0898f-7b00-4d93-b72d-5899049a1f24,Dalaja Balakrishnan,22,35,18-25 (Young Adult),Low,7
4fd2c1ea-398f-46d3-8269-4be81bff9a7b,Irya Gola,51,29,50+ (Senior),Low,11
cd6d97cc-9f1e-48c8-8d4e-a99529d3f68c,Agastya Dar,33,43,26-35 (Adult),Low,9
c47b0031-1640-43af-b032-a37631a201d3,Yashica Suri,39,41,36-50 (Middle Age),Low,10
ecc9d441-e8c9-4e9f-a5dc-795b13fb5097,Kevin Ray,22,16,18-25 (Young Adult),Low,13
4168300b-ff66-446f-af54-66da0f52f0e3,Ryan Bava,20,78,18-25 (Young Adult),High,10
bbc5a697-5f15-4da9-9bdc-918da48e13ca,Madhavi Manda,30,17,26-35 (Adult),Low,10
4c3aa44a-aa84-4900-b0e5-2387f7f555cd,Wazir Rajagopal,21,77,18-25 (Young Adult),High,7
b780cabb-a9b4-4bbc-b356-2934180ed5f6,Neha Bedi,33,55,26-35 (Adult),Medium,13
74c3d1f0-f8ef-4b75-b8e9-8caa987e53b1,Falan Sampath,27,100,26-35 (Adult),Critical,12
a71cd039-c9c4-46f8-a74b-8aed22f27a98,Triya Bala,60,14,50+ (Senior),Low,5
d2ec097a-41c3-4829-b98f-78a68521aa40,Balvan Ganesan,33,48,26-35 (Adult),Low,14
1341285b-9042-4026-a31f-95dab215dd9f,Wriddhish Kaur,39,61,36-50 (Middle Age),Medium,19
4c6e7706-da53-4600-8c35-84e8dd6b7512,Abeer Banik,29,24,26-35 (Adult),Low,12
7728e7c1-be07-4746-9369-2d6fe488af1f,Yauvani Yohannan,23,84,18-25 (Young Adult),Critical,7
fb5609b8-46ce-4057-afc8-85cea840d78c,Dhruv Narula,45,44,36-50 (Middle Age),Low,7
1ffbe971-83e3-4806-87d3-5988d167fd0d,Ethan Dave,50,48,36-50 (Middle Age),Low,7
26d90147-53dc-44ed-ab7a-d8ade0d40983,Vamakshi More,34,31,26-35 (Adult),Low,10
72b371c5-32af-4e62-a990-836af17d0206,Logan Mannan,26,27,26-35 (Adult),Low,9
bce9da74-b1f4-4d46-b061-a5bf5861c72c,Praneel Kara,65,56,50+ (Senior),Medium,10
f28e4b7b-44f9-4243-916a-91b3d9106997,Forum Kaur,50,47,36-50 (Middle Age),Low,13
a55f4e18-afaa-4f82-ad95-0106942af685,Ishani Bahl,41,52,36-50 (Middle Age),Medium,11
e9eb005c-3c8f-4a21-a530-5423ae0e47dc,Xavier Krishnan,27,41,26-35 (Adult),Low,11
8193d739-d93a-4ab9-b97b-4a43f5b0ba80,Qasim Garg,28,74,26-35 (Adult),High,8
0fbefb63-ca62-4508-bf2d-4515762b737e,Banjeet Sarma,44,32,36-50 (Middle Age),Low,12
8d220b12-1980-4292-b3ed-d7ee4f2dd0de,Faqid Bala,27,35,26-35 (Adult),Low,12
884f7981-e75f-4ab0-b921-1055a4b0c0f4,Gabriel Dara,20,15,18-25 (Young Adult),Low,7
dcebfe16-f46d-47e3-a0d0-53bde51c7c6e,Chameli Biswas,53,49,50+ (Senior),Low,18
5f708bf0-1af8-408e-8995-abe629d4c73f,Chanakya Anne,34,27,26-35 (Adult),Low,3
5e6d5a7a-11b6-4c29-9709-437454175d40,Hemangini Tailor,49,54,36-50 (Middle Age),Medium,6
0212cfd8-8e71-4a98-97e5-b7aa70c177c9,Maanas Dass,23,42,18-25 (Young Adult),Low,9
2c7ea766-6aa4-4fe8-b2cc-4f8216ec9f2e,Tristan Sankar,40,0,36-50 (Middle Age),Low,12
1a6dacb5-a44c-42a7-9bec-c9045c5e12e5,Mahika Rana,52,30,50+ (Senior),Low,8
cac621b9-42ed-476b-83fc-5176d05deb2a,Bhanumati Vaidya,65,52,50+ (Senior),Medium,16
b2f45d13-21ef-4208-8399-40017434cd2d,Sachi Dhar,48,47,36-50 (Middle Age),Low,13
669b38dd-4382-4644-aea8-320fd8138f6f,Liam Raghavan,43,34,36-50 (Middle Age),Low,12
3fddb598-51b6-438b-9aa6-0820e24eb88e,Gauri Dani,47,31,36-50 (Middle Age),Low,5
89720969-b28e-470c-a283-a24e78faaf20,Wakeeta Sandal,30,17,26-35 (Adult),Low,11
6e504b4c-19a4-4ae6-93c4-b660a713f65f,Chaaya Aggarwal,22,69,18-25 (Young Adult),Medium,15
8f3d2bb1-ba0c-4d9c-aaaf-8ba240e91603,Manthan Kapadia,33,44,26-35 (Adult),Low,7
4fba32d7-92f3-4f2d-a4fb-d745b2859874,Ekani Srinivas,33,63,26-35 (Adult),Medium,10
4fa51cc1-ee97-4f2d-9692-2d774a7296db,Chandani Srivastava,22,52,18-25 (Young Adult),Medium,12
10e97294-6b73-4ba3-a70c-d45645a004f2,Ishaan Basak,41,42,36-50 (Middle Age),Low,13
bed7fa81-16c5-4d6b-be5f-9eb85873c86d,Advik Doshi,65,23,50+ (Senior),Low,11
2befd24b-d771-4917-8ef3-b8a780d8ffe6,Ijaya Bandi,29,56,26-35 (Adult),Medium,7
ba7fbe1f-44fa-417b-8e27-e2d8ccf24a5f,Kashvi Raman,37,64,36-50 (Middle Age),Medium,7
0b785b29-f5d2-4e0f-b7e9-5b4d094d7543,Siddharth Grewal,29,48,26-35 (Adult),Low,11
a6e9e39c-1ca4-479b-bb30-c5511672a9c9,Bina Dubey,53,19,50+ (Senior),Low,13
b8a8f3b1-b3cb-48d3-a009-767220bea7e2,Jyoti Thaman,35,80,26-35 (Adult),High,9
14c6f74e-64d3-4289-9c47-b8bd068a2bc4,Darika Tak,31,27,26-35 (Adult),Low,16
